,track,artist,album,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
246,Whenever Wherever,Shakira,Laundry Service,2lnzGkdtDj5mtlcOW2yRtG,0.793,0.832,1,-4.862,0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,audio_features,2lnzGkdtDj5mtlcOW2yRtG,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,https://api.spotify.com/v1/tracks/2lnzGkdtDj5mtlcOW2yRtG,https://api.spotify.com/v1/audio-analysis/2lnzGkdtDj5mtlcOW2yRtG,196160,4
247,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2Cd9iWfcOpGDHLz6tVA3G4,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,audio_features,2Cd9iWfcOpGDHLz6tVA3G4,spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,https://api.spotify.com/v1/tracks/2Cd9iWfcOpGDHLz6tVA3G4,https://api.spotify.com/v1/audio-analysis/2Cd9iWfcOpGDHLz6tVA3G4,202627,4
248,Too Little Too Late - 2018,JoJo,The High Road (2018),3hc7PLcmuZbJGPjhIore1i,0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,0.509,82.764,audio_features,3hc7PLcmuZbJGPjhIore1i,spotify:track:3hc7PLcmuZbJGPjhIore1i,https://api.spotify.com/v1/tracks/3hc7PLcmuZbJGPjhIore1i,https://api.spotify.com/v1/audio-analysis/3hc7PLcmuZbJGPjhIore1i,223533,4
249,Come On Over Baby (All I Want Is You) - Radio Version,Christina Aguilera,Christina Aguilera (Expanded Edition),7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,audio_features,7A0apkTSTvMbSI7yplcmlh,spotify:track:7A0apkTSTvMbSI7yplcmlh,https://api.spotify.com/v1/tracks/7A0apkTSTvMbSI7yplcmlh,https://api.spotify.com/v1/audio-analysis/7A0apkTSTvMbSI7yplcmlh,203333,4
250,Lay Me Down,Sam Smith,In The Lonely Hour (Drowning Shadows Edition),64GRDrL1efgXclrhVCeuA0,0.468,0.19,4,-11.138,1,0.0373,0.919,0.0,0.107,0.326,125.319,audio_features,64GRDrL1efgXclrhVCeuA0,spotify:track:64GRDrL1efgXclrhVCeuA0,https://api.spotify.com/v1/tracks/64GRDrL1efgXclrhVCeuA0,https://api.spotify.com/v1/audio-analysis/64GRDrL1efgXclrhVCeuA0,219536,4
251,God is a woman - Live,Ariana Grande,k bye for now (swt live),67kQ3UW7saqCFqB54BVKKI,0.498,0.836,10,-5.224,0,0.0669,0.158,6.59e-06,0.971,0.279,144.882,audio_features,67kQ3UW7saqCFqB54BVKKI,spotify:track:67kQ3UW7saqCFqB54BVKKI,https://api.spotify.com/v1/tracks/67kQ3UW7saqCFqB54BVKKI,https://api.spotify.com/v1/audio-analysis/67kQ3UW7saqCFqB54BVKKI,213068,4
252,raindrops (an angel cried) - Live,Ariana Grande,k bye for now (swt live),5SyCD1ic378B4rYWhDmuvo,0.239,0.408,6,-13.623,1,0.06,0.884,0.0318,0.68,0.161,72.138,audio_features,5SyCD1ic378B4rYWhDmuvo,spotify:track:5SyCD1ic378B4rYWhDmuvo,https://api.spotify.com/v1/tracks/5SyCD1ic378B4rYWhDmuvo,https://api.spotify.com/v1/audio-analysis/5SyCD1ic378B4rYWhDmuvo,43251,3
253,One Last Time,Ariana Grande,My Everything (Deluxe),7xoUc6faLbCqZO6fQEYprd,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,audio_features,7xoUc6faLbCqZO6fQEYprd,spotify:track:7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,197267,4
254,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,Charlie's Angels (Original Motion Picture Soundtrack),6zegtH6XXd2PDPLvy1Y0n2,0.644,0.755,1,-5.325,1,0.0448,0.00237,7.64e-06,0.0859,0.334,102.861,audio_features,6zegtH6XXd2PDPLvy1Y0n2,spotify:track:6zegtH6XXd2PDPLvy1Y0n2,https://api.spotify.com/v1/tracks/6zegtH6XXd2PDPLvy1Y0n2,https://api.spotify.com/v1/audio-analysis/6zegtH6XXd2PDPLvy1Y0n2,190067,4
255,break up with your girlfriend i'm bored,Ariana Grande,thank u next,4kV4N9D1iKVxx1KLvtTpjS,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,audio_features,4kV4N9D1iKVxx1KLvtTpjS,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,190440,4
256,Bad Day,Daniel Powter,Daniel Powter (U.S. Release),0mUyMawtxj1CJ76kn9gIZK,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,audio_features,0mUyMawtxj1CJ76kn9gIZK,spotify:track:0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/tracks/0mUyMawtxj1CJ76kn9gIZK,https://api.spotify.com/v1/audio-analysis/0mUyMawtxj1CJ76kn9gIZK,233640,4
257,Hey There Delilah,Plain White T's,All That We Needed,4RCWB3V8V0dignt99LZ8vH,0.656,0.291,2,-10.572,1,0.0293,0.872,0.0,0.114,0.298,103.971,audio_features,4RCWB3V8V0dignt99LZ8vH,spotify:track:4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/tracks/4RCWB3V8V0dignt99LZ8vH,https://api.spotify.com/v1/audio-analysis/4RCWB3V8V0dignt99LZ8vH,232533,4
258,I Won't Give Up,Jason Mraz,Love Is A Four Letter Word (Deluxe Edition),53QF56cjZA9RTuuMZDrSA6,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,audio_features,53QF56cjZA9RTuuMZDrSA6,spotify:track:53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/tracks/53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/audio-analysis/53QF56cjZA9RTuuMZDrSA6,240166,3
259,Let It Go,James Bay,Chaos and the Calm,13HVjjWUZFaWilh2QUJKsP,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,audio_features,13HVjjWUZFaWilh2QUJKsP,spotify:track:13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/tracks/13HVjjWUZFaWilh2QUJKsP,https://api.spotify.com/v1/audio-analysis/13HVjjWUZFaWilh2QUJKsP,260533,4
260,Island in the Sun,Weezer,Weezer (Green Album),2MLHyLy5z5l5YRp7momlgw,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,audio_features,2MLHyLy5z5l5YRp7momlgw,spotify:track:2MLHyLy5z5l5YRp7momlgw,https://api.spotify.com/v1/tracks/2MLHyLy5z5l5YRp7momlgw,https://api.spotify.com/v1/audio-analysis/2MLHyLy5z5l5YRp7momlgw,200307,4
261,Someone Like You,Adele,21,4kflIGfjdZJW4ot2ioixTB,0.559,0.33,9,-8.251,1,0.0285,0.892,0.0,0.0975,0.285,135.109,audio_features,4kflIGfjdZJW4ot2ioixTB,spotify:track:4kflIGfjdZJW4ot2ioixTB,https://api.spotify.com/v1/tracks/4kflIGfjdZJW4ot2ioixTB,https://api.spotify.com/v1/audio-analysis/4kflIGfjdZJW4ot2ioixTB,285040,4
262,Stay,Rihanna,Unapologetic (Deluxe),1dEy9Pl81QopSxNsPxXQxv,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,audio_features,1dEy9Pl81QopSxNsPxXQxv,spotify:track:1dEy9Pl81QopSxNsPxXQxv,https://api.spotify.com/v1/tracks/1dEy9Pl81QopSxNsPxXQxv,https://api.spotify.com/v1/audio-analysis/1dEy9Pl81QopSxNsPxXQxv,240707,4
263,Me Enamoré,Shakira,El Dorado,4qknM1pQz53QOyfDVTjcM9,0.74,0.879,9,-2.251,0,0.105,0.193,8.25e-05,0.0928,0.948,103.71,audio_features,4qknM1pQz53QOyfDVTjcM9,spotify:track:4qknM1pQz53QOyfDVTjcM9,https://api.spotify.com/v1/tracks/4qknM1pQz53QOyfDVTjcM9,https://api.spotify.com/v1/audio-analysis/4qknM1pQz53QOyfDVTjcM9,226893,4
264,Reggaetón lento (Bailemos),CNCO,Primera Cita,3AEZUABDXNtecAOSC1qTfo,0.761,0.838,4,-3.073,0,0.0502,0.4,0.0,0.176,0.71,93.974,audio_features,3AEZUABDXNtecAOSC1qTfo,spotify:track:3AEZUABDXNtecAOSC1qTfo,https://api.spotify.com/v1/tracks/3AEZUABDXNtecAOSC1qTfo,https://api.spotify.com/v1/audio-analysis/3AEZUABDXNtecAOSC1qTfo,222560,4
265,Teacher,PRETTYMUCH,Teacher,6sbP2ku2EPDBfVlt5ggO6h,0.515,0.631,7,-4.7,1,0.126,0.0238,0.0,0.357,0.386,179.892,audio_features,6sbP2ku2EPDBfVlt5ggO6h,spotify:track:6sbP2ku2EPDBfVlt5ggO6h,https://api.spotify.com/v1/tracks/6sbP2ku2EPDBfVlt5ggO6h,https://api.spotify.com/v1/audio-analysis/6sbP2ku2EPDBfVlt5ggO6h,194921,4
266,Queen,Shawn Mendes,Shawn Mendes,6D8FZWtCQRtQUVT3mpjrZs,0.878,0.688,1,-7.254,1,0.11,0.197,0.0,0.0872,0.917,131.02,audio_features,6D8FZWtCQRtQUVT3mpjrZs,spotify:track:6D8FZWtCQRtQUVT3mpjrZs,https://api.spotify.com/v1/tracks/6D8FZWtCQRtQUVT3mpjrZs,https://api.spotify.com/v1/audio-analysis/6D8FZWtCQRtQUVT3mpjrZs,204693,4
267,Open Arms,PRETTYMUCH,Open arms,2jHDXNIbElEsxxPQ0EVspA,0.688,0.425,11,-6.394,0,0.0851,0.146,0.0,0.447,0.211,139.794,audio_features,2jHDXNIbElEsxxPQ0EVspA,spotify:track:2jHDXNIbElEsxxPQ0EVspA,https://api.spotify.com/v1/tracks/2jHDXNIbElEsxxPQ0EVspA,https://api.spotify.com/v1/audio-analysis/2jHDXNIbElEsxxPQ0EVspA,186042,4
268,Summer On You,PRETTYMUCH,Summer on You,07ipXN6CNTw34qwSYePKpg,0.811,0.447,4,-6.55,1,0.0414,0.636,0.0,0.462,0.694,99.995,audio_features,07ipXN6CNTw34qwSYePKpg,spotify:track:07ipXN6CNTw34qwSYePKpg,https://api.spotify.com/v1/tracks/07ipXN6CNTw34qwSYePKpg,https://api.spotify.com/v1/audio-analysis/07ipXN6CNTw34qwSYePKpg,205792,4
269,Say It to My Face,Madison Beer,As She Pleases,0kF0fz89HNJ1afzJ1IE1rP,0.753,0.566,11,-4.763,0,0.435,0.169,0.0,0.276,0.591,113.884,audio_features,0kF0fz89HNJ1afzJ1IE1rP,spotify:track:0kF0fz89HNJ1afzJ1IE1rP,https://api.spotify.com/v1/tracks/0kF0fz89HNJ1afzJ1IE1rP,https://api.spotify.com/v1/audio-analysis/0kF0fz89HNJ1afzJ1IE1rP,189695,4
270,Raincoat,Timeflies,Too Much,27eoCHVL1mohdzR7c61KQ1,0.697,0.659,10,-5.544,1,0.104,0.217,0.0,0.254,0.49,150.941,audio_features,27eoCHVL1mohdzR7c61KQ1,spotify:track:27eoCHVL1mohdzR7c61KQ1,https://api.spotify.com/v1/tracks/27eoCHVL1mohdzR7c61KQ1,https://api.spotify.com/v1/audio-analysis/27eoCHVL1mohdzR7c61KQ1,217126,4
271,Hasta Luego,HRVY,Hasta Luego,0fBP9n1mUM2Ur7LUPq8MVn,0.604,0.908,0,-3.067,1,0.0522,0.0178,0.0,0.386,0.853,102.051,audio_features,0fBP9n1mUM2Ur7LUPq8MVn,spotify:track:0fBP9n1mUM2Ur7LUPq8MVn,https://api.spotify.com/v1/tracks/0fBP9n1mUM2Ur7LUPq8MVn,https://api.spotify.com/v1/audio-analysis/0fBP9n1mUM2Ur7LUPq8MVn,147013,4
272,I Feel It Coming,The Weeknd,Starboy,3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,audio_features,3dhjNA0jGA8vHBQ1VdD6vV,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/audio-analysis/3dhjNA0jGA8vHBQ1VdD6vV,269187,4
273,Die for You,The Weeknd,Starboy,2Ch7LmS7r2Gy2kc64wv3Bz,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,audio_features,2Ch7LmS7r2Gy2kc64wv3Bz,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/tracks/2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/audio-analysis/2Ch7LmS7r2Gy2kc64wv3Bz,260253,4
274,All I Know,The Weeknd,Starboy,0NWqNXBJTpXbkI5rPWNy3p,0.467,0.417,8,-10.614,0,0.074,0.421,0.000202,0.102,0.171,120.021,audio_features,0NWqNXBJTpXbkI5rPWNy3p,spotify:track:0NWqNXBJTpXbkI5rPWNy3p,https://api.spotify.com/v1/tracks/0NWqNXBJTpXbkI5rPWNy3p,https://api.spotify.com/v1/audio-analysis/0NWqNXBJTpXbkI5rPWNy3p,321027,4
275,Nothing Without You,The Weeknd,Starboy,57qiTKh8bVX0VtfUNTQqhw,0.575,0.634,1,-8.1,1,0.068,0.0646,0.0,0.0878,0.191,109.825,audio_features,57qiTKh8bVX0VtfUNTQqhw,spotify:track:57qiTKh8bVX0VtfUNTQqhw,https://api.spotify.com/v1/tracks/57qiTKh8bVX0VtfUNTQqhw,https://api.spotify.com/v1/audio-analysis/57qiTKh8bVX0VtfUNTQqhw,198653,4
276,Ordinary Life,The Weeknd,Starboy,15k2nBQJ0teDmPZHrOXL2N,0.537,0.587,7,-7.486,0,0.0771,0.0275,0.0,0.0961,0.365,149.748,audio_features,15k2nBQJ0teDmPZHrOXL2N,spotify:track:15k2nBQJ0teDmPZHrOXL2N,https://api.spotify.com/v1/tracks/15k2nBQJ0teDmPZHrOXL2N,https://api.spotify.com/v1/audio-analysis/15k2nBQJ0teDmPZHrOXL2N,221920,4
277,Attention,The Weeknd,Starboy,6pDVjCUA3B1vg9waKutAsv,0.671,0.428,4,-7.052,0,0.124,0.688,0.000182,0.119,0.362,148.04,audio_features,6pDVjCUA3B1vg9waKutAsv,spotify:track:6pDVjCUA3B1vg9waKutAsv,https://api.spotify.com/v1/tracks/6pDVjCUA3B1vg9waKutAsv,https://api.spotify.com/v1/audio-analysis/6pDVjCUA3B1vg9waKutAsv,197653,4
278,A Lonely Night,The Weeknd,Starboy,0ifooM33X1iBxVYyOkSbXW,0.853,0.663,7,-6.955,0,0.0755,0.0431,8.71e-06,0.0891,0.864,113.998,audio_features,0ifooM33X1iBxVYyOkSbXW,spotify:track:0ifooM33X1iBxVYyOkSbXW,https://api.spotify.com/v1/tracks/0ifooM33X1iBxVYyOkSbXW,https://api.spotify.com/v1/audio-analysis/0ifooM33X1iBxVYyOkSbXW,220173,4
279,Love to Lay,The Weeknd,Starboy,27BgDmciSjoxTG0almHTpZ,0.711,0.807,7,-5.052,0,0.0608,0.052,0.0,0.214,0.698,116.971,audio_features,27BgDmciSjoxTG0almHTpZ,spotify:track:27BgDmciSjoxTG0almHTpZ,https://api.spotify.com/v1/tracks/27BgDmciSjoxTG0almHTpZ,https://api.spotify.com/v1/audio-analysis/27BgDmciSjoxTG0almHTpZ,223293,4
280,Six Feet Under,The Weeknd,Starboy,4mU5iXHeLgbR94siF7p1sY,0.772,0.504,6,-8.219,0,0.0761,0.129,0.0,0.125,0.244,140.035,audio_features,4mU5iXHeLgbR94siF7p1sY,spotify:track:4mU5iXHeLgbR94siF7p1sY,https://api.spotify.com/v1/tracks/4mU5iXHeLgbR94siF7p1sY,https://api.spotify.com/v1/audio-analysis/4mU5iXHeLgbR94siF7p1sY,237573,4
281,Sidewalks,The Weeknd,Starboy,4h90qkbnW1Qq6pBhoPvwko,0.542,0.72,1,-5.136,0,0.0628,0.147,0.0,0.348,0.623,149.828,audio_features,4h90qkbnW1Qq6pBhoPvwko,spotify:track:4h90qkbnW1Qq6pBhoPvwko,https://api.spotify.com/v1/tracks/4h90qkbnW1Qq6pBhoPvwko,https://api.spotify.com/v1/audio-analysis/4h90qkbnW1Qq6pBhoPvwko,231360,4
282,Stargirl Interlude,The Weeknd,Starboy,4EDijkJdHBZZ0GwJ12iTAj,0.638,0.474,5,-12.7,0,0.124,0.351,0.191,0.105,0.441,179.771,audio_features,4EDijkJdHBZZ0GwJ12iTAj,spotify:track:4EDijkJdHBZZ0GwJ12iTAj,https://api.spotify.com/v1/tracks/4EDijkJdHBZZ0GwJ12iTAj,https://api.spotify.com/v1/audio-analysis/4EDijkJdHBZZ0GwJ12iTAj,111640,4
283,True Colors,The Weeknd,Starboy,1oGdVdYjeQvojGKDddxLQQ,0.624,0.424,1,-8.237,1,0.24,0.286,0.0,0.173,0.584,76.671,audio_features,1oGdVdYjeQvojGKDddxLQQ,spotify:track:1oGdVdYjeQvojGKDddxLQQ,https://api.spotify.com/v1/tracks/1oGdVdYjeQvojGKDddxLQQ,https://api.spotify.com/v1/audio-analysis/1oGdVdYjeQvojGKDddxLQQ,206013,4
284,Secrets,The Weeknd,Starboy,00NAQYOP4AmWR549nnYJZu,0.664,0.771,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.763,109.945,audio_features,00NAQYOP4AmWR549nnYJZu,spotify:track:00NAQYOP4AmWR549nnYJZu,https://api.spotify.com/v1/tracks/00NAQYOP4AmWR549nnYJZu,https://api.spotify.com/v1/audio-analysis/00NAQYOP4AmWR549nnYJZu,265600,4
285,Rockin’,The Weeknd,Starboy,36YCdzT57us0LhDmCYtrNE,0.738,0.885,9,-5.547,0,0.206,0.0133,0.0,0.0821,0.752,112.878,audio_features,36YCdzT57us0LhDmCYtrNE,spotify:track:36YCdzT57us0LhDmCYtrNE,https://api.spotify.com/v1/tracks/36YCdzT57us0LhDmCYtrNE,https://api.spotify.com/v1/audio-analysis/36YCdzT57us0LhDmCYtrNE,232880,4
286,Reminder,The Weeknd,Starboy,37F0uwRSrdzkBiuj0D5UHI,0.706,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053,audio_features,37F0uwRSrdzkBiuj0D5UHI,spotify:track:37F0uwRSrdzkBiuj0D5UHI,https://api.spotify.com/v1/tracks/37F0uwRSrdzkBiuj0D5UHI,https://api.spotify.com/v1/audio-analysis/37F0uwRSrdzkBiuj0D5UHI,218880,4
287,False Alarm,The Weeknd,Starboy,4oeaIftdpT3JuZLcCkKmVE,0.517,0.677,8,-6.373,0,0.0746,0.0324,3.37e-05,0.189,0.192,173.978,audio_features,4oeaIftdpT3JuZLcCkKmVE,spotify:track:4oeaIftdpT3JuZLcCkKmVE,https://api.spotify.com/v1/tracks/4oeaIftdpT3JuZLcCkKmVE,https://api.spotify.com/v1/audio-analysis/4oeaIftdpT3JuZLcCkKmVE,220307,4
288,Party Monster,The Weeknd,Starboy,4F7A0DXBrmUAkp32uenhZt,0.573,0.63,1,-8.389,1,0.105,0.189,2.31e-05,0.259,0.218,77.525,audio_features,4F7A0DXBrmUAkp32uenhZt,spotify:track:4F7A0DXBrmUAkp32uenhZt,https://api.spotify.com/v1/tracks/4F7A0DXBrmUAkp32uenhZt,https://api.spotify.com/v1/audio-analysis/4F7A0DXBrmUAkp32uenhZt,249213,4
289,Starboy,The Weeknd,Starboy,7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453,4
290,Call Out My Name - A Cappella,The Weeknd,My Dear Melancholy,5PTfZsGlsDDPH8i3PdQnXJ,0.397,0.339,1,-6.688,1,0.0361,0.887,0.0,0.306,0.459,135.089,audio_features,5PTfZsGlsDDPH8i3PdQnXJ,spotify:track:5PTfZsGlsDDPH8i3PdQnXJ,https://api.spotify.com/v1/tracks/5PTfZsGlsDDPH8i3PdQnXJ,https://api.spotify.com/v1/audio-analysis/5PTfZsGlsDDPH8i3PdQnXJ,224747,3
291,Privilege,The Weeknd,My Dear Melancholy,0Nwar8rweBUyfyuoyjjUvk,0.404,0.564,11,-7.013,0,0.0344,0.915,0.00252,0.134,0.371,93.631,audio_features,0Nwar8rweBUyfyuoyjjUvk,spotify:track:0Nwar8rweBUyfyuoyjjUvk,https://api.spotify.com/v1/tracks/0Nwar8rweBUyfyuoyjjUvk,https://api.spotify.com/v1/audio-analysis/0Nwar8rweBUyfyuoyjjUvk,170573,4
292,Hurt You,The Weeknd,My Dear Melancholy,6QdnKD1zwEgyOWtkrdzlOF,0.476,0.718,5,-7.227,0,0.149,0.263,0.00261,0.109,0.361,183.932,audio_features,6QdnKD1zwEgyOWtkrdzlOF,spotify:track:6QdnKD1zwEgyOWtkrdzlOF,https://api.spotify.com/v1/tracks/6QdnKD1zwEgyOWtkrdzlOF,https://api.spotify.com/v1/audio-analysis/6QdnKD1zwEgyOWtkrdzlOF,230027,4
293,I Was Never There,The Weeknd,My Dear Melancholy,1cKHdTo9u0ZymJdPGSh6nq,0.323,0.737,10,-4.008,1,0.0338,0.142,0.000162,0.163,0.155,113.26,audio_features,1cKHdTo9u0ZymJdPGSh6nq,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,https://api.spotify.com/v1/tracks/1cKHdTo9u0ZymJdPGSh6nq,https://api.spotify.com/v1/audio-analysis/1cKHdTo9u0ZymJdPGSh6nq,241067,4
294,Wasted Times,The Weeknd,My Dear Melancholy,7DKS0rX27cCEPsK0R6tFWS,0.56,0.678,10,-6.167,0,0.0581,0.61,1.42e-05,0.111,0.29,122.585,audio_features,7DKS0rX27cCEPsK0R6tFWS,spotify:track:7DKS0rX27cCEPsK0R6tFWS,https://api.spotify.com/v1/tracks/7DKS0rX27cCEPsK0R6tFWS,https://api.spotify.com/v1/audio-analysis/7DKS0rX27cCEPsK0R6tFWS,220293,4
295,Try Me,The Weeknd,My Dear Melancholy,4ppTAJUbNXELZcoUaL90wo,0.456,0.679,8,-5.778,0,0.064,0.596,0.000573,0.129,0.107,92.026,audio_features,4ppTAJUbNXELZcoUaL90wo,spotify:track:4ppTAJUbNXELZcoUaL90wo,https://api.spotify.com/v1/tracks/4ppTAJUbNXELZcoUaL90wo,https://api.spotify.com/v1/audio-analysis/4ppTAJUbNXELZcoUaL90wo,221107,4
296,Call Out My Name,The Weeknd,My Dear Melancholy,09mEdoA6zrmBPgTEN5qXmN,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,audio_features,09mEdoA6zrmBPgTEN5qXmN,spotify:track:09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/tracks/09mEdoA6zrmBPgTEN5qXmN,https://api.spotify.com/v1/audio-analysis/09mEdoA6zrmBPgTEN5qXmN,228373,3
297,Until I Bleed Out,The Weeknd,After Hours,2BcnxwxBuar5wjCaLqm5N3,0.245,0.394,0,-9.887,0,0.0374,0.423,2.9e-05,0.093,0.148,115.233,audio_features,2BcnxwxBuar5wjCaLqm5N3,spotify:track:2BcnxwxBuar5wjCaLqm5N3,https://api.spotify.com/v1/tracks/2BcnxwxBuar5wjCaLqm5N3,https://api.spotify.com/v1/audio-analysis/2BcnxwxBuar5wjCaLqm5N3,190173,3
298,After Hours,The Weeknd,After Hours,2p8IUWQDrpjuFltbdgLOag,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,audio_features,2p8IUWQDrpjuFltbdgLOag,spotify:track:2p8IUWQDrpjuFltbdgLOag,https://api.spotify.com/v1/tracks/2p8IUWQDrpjuFltbdgLOag,https://api.spotify.com/v1/audio-analysis/2p8IUWQDrpjuFltbdgLOag,361027,4
299,Repeat After Me (Interlude),The Weeknd,After Hours,40U8d12pC5UHqmHwXjHjjl,0.555,0.619,0,-7.918,1,0.0314,0.0323,0.000224,0.0917,0.141,95.032,audio_features,40U8d12pC5UHqmHwXjHjjl,spotify:track:40U8d12pC5UHqmHwXjHjjl,https://api.spotify.com/v1/tracks/40U8d12pC5UHqmHwXjHjjl,https://api.spotify.com/v1/audio-analysis/40U8d12pC5UHqmHwXjHjjl,195813,4
300,Save Your Tears,The Weeknd,After Hours,5QO79kh1waicV47BqGRL3g,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,audio_features,5QO79kh1waicV47BqGRL3g,spotify:track:5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,215627,4
301,In Your Eyes,The Weeknd,After Hours,7szuecWAPwGoV1e5vGu8tl,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,audio_features,7szuecWAPwGoV1e5vGu8tl,spotify:track:7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/tracks/7szuecWAPwGoV1e5vGu8tl,https://api.spotify.com/v1/audio-analysis/7szuecWAPwGoV1e5vGu8tl,237520,4
302,Good Thing (with Kehlani),Zedd,Good Thing (with Kehlani),5aUSEPNd3m5xliFK4pn5mU,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,audio_features,5aUSEPNd3m5xliFK4pn5mU,spotify:track:5aUSEPNd3m5xliFK4pn5mU,https://api.spotify.com/v1/tracks/5aUSEPNd3m5xliFK4pn5mU,https://api.spotify.com/v1/audio-analysis/5aUSEPNd3m5xliFK4pn5mU,210901,3
303,Born This Way,Lady Gaga,Born This Way (Special Edition),5UCC8f7LZGJ3hI3MjEQjcL,0.615,0.815,11,-5.83,1,0.118,0.0055,0.0,0.341,0.643,123.991,audio_features,5UCC8f7LZGJ3hI3MjEQjcL,spotify:track:5UCC8f7LZGJ3hI3MjEQjcL,https://api.spotify.com/v1/tracks/5UCC8f7LZGJ3hI3MjEQjcL,https://api.spotify.com/v1/audio-analysis/5UCC8f7LZGJ3hI3MjEQjcL,260587,4
304,Home with You,Madison Beer,As She Pleases,0iwsQWgtjSq2kUXuZwTDAL,0.631,0.599,7,-6.137,0,0.0878,0.067,0.0,0.0952,0.727,170.122,audio_features,0iwsQWgtjSq2kUXuZwTDAL,spotify:track:0iwsQWgtjSq2kUXuZwTDAL,https://api.spotify.com/v1/tracks/0iwsQWgtjSq2kUXuZwTDAL,https://api.spotify.com/v1/audio-analysis/0iwsQWgtjSq2kUXuZwTDAL,190576,4
