,track,artist,album,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Say My Name,Destiny's Child,The Writing's on the Wall,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,audio_features,7H6ev70Weq6DdpZyyTmUXk,spotify:track:7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/tracks/7H6ev70Weq6DdpZyyTmUXk,https://api.spotify.com/v1/audio-analysis/7H6ev70Weq6DdpZyyTmUXk,271333,4
1,No Scrubs,TLC,FanMail,1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,audio_features,1KGi9sZVMeszgZOWivFpxs,spotify:track:1KGi9sZVMeszgZOWivFpxs,https://api.spotify.com/v1/tracks/1KGi9sZVMeszgZOWivFpxs,https://api.spotify.com/v1/audio-analysis/1KGi9sZVMeszgZOWivFpxs,214400,4
2,Boss Bitch,Doja Cat,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,audio_features,78qd8dvwea0Gosb6Fe6j3k,spotify:track:78qd8dvwea0Gosb6Fe6j3k,https://api.spotify.com/v1/tracks/78qd8dvwea0Gosb6Fe6j3k,https://api.spotify.com/v1/audio-analysis/78qd8dvwea0Gosb6Fe6j3k,134240,4
3,Check on It (feat. Bun B & Slim Thug),Beyoncé,B'Day,2RWxrpsFshOBFwRBRstUlQ,0.705,0.796,7,-6.845,1,0.267,0.0708,0.0,0.388,0.864,166.042,audio_features,2RWxrpsFshOBFwRBRstUlQ,spotify:track:2RWxrpsFshOBFwRBRstUlQ,https://api.spotify.com/v1/tracks/2RWxrpsFshOBFwRBRstUlQ,https://api.spotify.com/v1/audio-analysis/2RWxrpsFshOBFwRBRstUlQ,210453,4
4,Juicy,Doja Cat,Hot Pink,7f5trao56t7sB7f14QDTmp,0.786,0.652,0,-2.607,1,0.0669,0.102,0.0,0.0697,0.483,170.031,audio_features,7f5trao56t7sB7f14QDTmp,spotify:track:7f5trao56t7sB7f14QDTmp,https://api.spotify.com/v1/tracks/7f5trao56t7sB7f14QDTmp,https://api.spotify.com/v1/audio-analysis/7f5trao56t7sB7f14QDTmp,203093,4
5,Say So,Doja Cat,Hot Pink,3Dv1eDb0MEgF93GpLXlucZ,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,audio_features,3Dv1eDb0MEgF93GpLXlucZ,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/tracks/3Dv1eDb0MEgF93GpLXlucZ,https://api.spotify.com/v1/audio-analysis/3Dv1eDb0MEgF93GpLXlucZ,237893,4
6,Motivation,Normani,Motivation,0rIAC4PXANcKmitJfoqmVm,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,audio_features,0rIAC4PXANcKmitJfoqmVm,spotify:track:0rIAC4PXANcKmitJfoqmVm,https://api.spotify.com/v1/tracks/0rIAC4PXANcKmitJfoqmVm,https://api.spotify.com/v1/audio-analysis/0rIAC4PXANcKmitJfoqmVm,193837,4
7,Good as Hell,Lizzo,Good As Hell,07Oz5StQ7GRoygNLaXs2pd,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,audio_features,07Oz5StQ7GRoygNLaXs2pd,spotify:track:07Oz5StQ7GRoygNLaXs2pd,https://api.spotify.com/v1/tracks/07Oz5StQ7GRoygNLaXs2pd,https://api.spotify.com/v1/audio-analysis/07Oz5StQ7GRoygNLaXs2pd,159011,4
8,Wait a Minute!,Willow,Ardipithecus,0y60itmpH0aPKsFiGxmtnh,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4
9,Dangerous Woman,Ariana Grande,Dangerous Woman,7l94dyN2hX9c6wWcZQuOGJ,0.662,0.602,4,-5.369,0,0.0401,0.0529,0.0,0.356,0.29,133.969,audio_features,7l94dyN2hX9c6wWcZQuOGJ,spotify:track:7l94dyN2hX9c6wWcZQuOGJ,https://api.spotify.com/v1/tracks/7l94dyN2hX9c6wWcZQuOGJ,https://api.spotify.com/v1/audio-analysis/7l94dyN2hX9c6wWcZQuOGJ,235947,3
10,God is a woman,Ariana Grande,Sweetener,5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,audio_features,5OCJzvD7sykQEKHH7qAC3C,spotify:track:5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,197547,4
11,Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,audio_features,0NTMtAO2BV4tnGvw9EgBVq,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,219306,4
12,Money,Cardi B,Money,2GGMabyHXnJmjY6CXhhB2e,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,audio_features,2GGMabyHXnJmjY6CXhhB2e,spotify:track:2GGMabyHXnJmjY6CXhhB2e,https://api.spotify.com/v1/tracks/2GGMabyHXnJmjY6CXhhB2e,https://api.spotify.com/v1/audio-analysis/2GGMabyHXnJmjY6CXhhB2e,183527,4
13,Self Care,Mac Miller,Swimming,5bJ1DrEM4hNCafcDd1oxHx,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,audio_features,5bJ1DrEM4hNCafcDd1oxHx,spotify:track:5bJ1DrEM4hNCafcDd1oxHx,https://api.spotify.com/v1/tracks/5bJ1DrEM4hNCafcDd1oxHx,https://api.spotify.com/v1/audio-analysis/5bJ1DrEM4hNCafcDd1oxHx,345133,4
14,Candy,Doja Cat,Amala,1VJwtWR6z7SpZRwipI12be,0.689,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876,audio_features,1VJwtWR6z7SpZRwipI12be,spotify:track:1VJwtWR6z7SpZRwipI12be,https://api.spotify.com/v1/tracks/1VJwtWR6z7SpZRwipI12be,https://api.spotify.com/v1/audio-analysis/1VJwtWR6z7SpZRwipI12be,190920,4
15,Bodak Yellow,Cardi B,Invasion of Privacy,6KBYefIoo7KydImq1uUQlL,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,audio_features,6KBYefIoo7KydImq1uUQlL,spotify:track:6KBYefIoo7KydImq1uUQlL,https://api.spotify.com/v1/tracks/6KBYefIoo7KydImq1uUQlL,https://api.spotify.com/v1/audio-analysis/6KBYefIoo7KydImq1uUQlL,223713,4
16,Znamy się tylko z widzenia,Trubadurzy,Koncert Życzeń,1Tlg9FVgoVaG8wmd6TujZe,0.777,0.704,9,-6.132,0,0.0263,0.156,0.0,0.0955,0.963,99.252,audio_features,1Tlg9FVgoVaG8wmd6TujZe,spotify:track:1Tlg9FVgoVaG8wmd6TujZe,https://api.spotify.com/v1/tracks/1Tlg9FVgoVaG8wmd6TujZe,https://api.spotify.com/v1/audio-analysis/1Tlg9FVgoVaG8wmd6TujZe,145320,4
17,Womanizer,Britney Spears,Circus (Deluxe Version),4fixebDZAVToLbUCuEloa2,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,audio_features,4fixebDZAVToLbUCuEloa2,spotify:track:4fixebDZAVToLbUCuEloa2,https://api.spotify.com/v1/tracks/4fixebDZAVToLbUCuEloa2,https://api.spotify.com/v1/audio-analysis/4fixebDZAVToLbUCuEloa2,224400,4
18,Formation,Beyoncé,Lemonade,6g0Orsxv6glTJCt4cHsRsQ,0.896,0.621,5,-6.857,0,0.237,0.00532,0.0,0.196,0.818,121.966,audio_features,6g0Orsxv6glTJCt4cHsRsQ,spotify:track:6g0Orsxv6glTJCt4cHsRsQ,https://api.spotify.com/v1/tracks/6g0Orsxv6glTJCt4cHsRsQ,https://api.spotify.com/v1/audio-analysis/6g0Orsxv6glTJCt4cHsRsQ,206080,4
19,Pound the Alarm,Nicki Minaj,Pink Friday ... Roman Reloaded,0LohatbcUXRauoeMlR1jnS,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054,audio_features,0LohatbcUXRauoeMlR1jnS,spotify:track:0LohatbcUXRauoeMlR1jnS,https://api.spotify.com/v1/tracks/0LohatbcUXRauoeMlR1jnS,https://api.spotify.com/v1/audio-analysis/0LohatbcUXRauoeMlR1jnS,205640,4
20,Leave (Get Out) - 2018,JoJo,JoJo (2018),6nIcGJK6Pj1ThzC6r8O8hA,0.491,0.73,2,-4.399,0,0.0432,0.039,0.0,0.112,0.461,87.098,audio_features,6nIcGJK6Pj1ThzC6r8O8hA,spotify:track:6nIcGJK6Pj1ThzC6r8O8hA,https://api.spotify.com/v1/tracks/6nIcGJK6Pj1ThzC6r8O8hA,https://api.spotify.com/v1/audio-analysis/6nIcGJK6Pj1ThzC6r8O8hA,239560,4
21,Obsessed,Mariah Carey,Memoirs of an Imperfect Angel,3IcIIZMMS7UArJJPtEHXG8,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443,audio_features,3IcIIZMMS7UArJJPtEHXG8,spotify:track:3IcIIZMMS7UArJJPtEHXG8,https://api.spotify.com/v1/tracks/3IcIIZMMS7UArJJPtEHXG8,https://api.spotify.com/v1/audio-analysis/3IcIIZMMS7UArJJPtEHXG8,242200,4
22,Survivor,Destiny's Child,Survivor,2Mpj1Ul5OFPyyP4wB62Rvi,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,audio_features,2Mpj1Ul5OFPyyP4wB62Rvi,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/tracks/2Mpj1Ul5OFPyyP4wB62Rvi,https://api.spotify.com/v1/audio-analysis/2Mpj1Ul5OFPyyP4wB62Rvi,254027,4
23,It Wasn't Me,Shaggy,The Boombastic Collection - Best of Shaggy,0OaunKfsxkgBvPv68jBbmm,0.852,0.604,0,-4.569,1,0.0642,0.0503,0.0,0.327,0.667,94.762,audio_features,0OaunKfsxkgBvPv68jBbmm,spotify:track:0OaunKfsxkgBvPv68jBbmm,https://api.spotify.com/v1/tracks/0OaunKfsxkgBvPv68jBbmm,https://api.spotify.com/v1/audio-analysis/0OaunKfsxkgBvPv68jBbmm,227547,4
24,Ściernisko,Golec uOrkiestra,Golec uOrkiestra 2,0IqiKI2HSLZi8tVJh9h8d2,0.455,0.851,0,-5.472,0,0.255,0.155,1.56e-06,0.0834,0.305,149.832,audio_features,0IqiKI2HSLZi8tVJh9h8d2,spotify:track:0IqiKI2HSLZi8tVJh9h8d2,https://api.spotify.com/v1/tracks/0IqiKI2HSLZi8tVJh9h8d2,https://api.spotify.com/v1/audio-analysis/0IqiKI2HSLZi8tVJh9h8d2,185604,4
25,Chodz przytul przebacz,Andrzej Piaseczny,Spis rzeczy ulubionych,5eYQ4VtpaITG5fMmLBPYZi,0.385,0.586,2,-5.6,1,0.0269,0.0209,0.0,0.337,0.213,81.748,audio_features,5eYQ4VtpaITG5fMmLBPYZi,spotify:track:5eYQ4VtpaITG5fMmLBPYZi,https://api.spotify.com/v1/tracks/5eYQ4VtpaITG5fMmLBPYZi,https://api.spotify.com/v1/audio-analysis/5eYQ4VtpaITG5fMmLBPYZi,286067,3
26,Jak anio?a g?os,Feel,Feel,2xhKVZ6yPVuj7ELBFq91X4,0.634,0.674,7,-5.01,1,0.0271,0.34,0.0,0.217,0.724,93.994,audio_features,2xhKVZ6yPVuj7ELBFq91X4,spotify:track:2xhKVZ6yPVuj7ELBFq91X4,https://api.spotify.com/v1/tracks/2xhKVZ6yPVuj7ELBFq91X4,https://api.spotify.com/v1/audio-analysis/2xhKVZ6yPVuj7ELBFq91X4,206573,4
27,Bad Boy,YUNG BAE,Bad Boy,1dtTRXifeGC51adYy0902s,0.861,0.82,1,-4.807,0,0.0728,0.032,4.76e-06,0.0706,0.781,118.04,audio_features,1dtTRXifeGC51adYy0902s,spotify:track:1dtTRXifeGC51adYy0902s,https://api.spotify.com/v1/tracks/1dtTRXifeGC51adYy0902s,https://api.spotify.com/v1/audio-analysis/1dtTRXifeGC51adYy0902s,187571,4
28,TKO,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),5mIqtDBiw3rqMxsJc4UVM6,0.611,0.678,3,-6.723,0,0.243,0.00701,8.43e-06,0.431,0.493,137.864,audio_features,5mIqtDBiw3rqMxsJc4UVM6,spotify:track:5mIqtDBiw3rqMxsJc4UVM6,https://api.spotify.com/v1/tracks/5mIqtDBiw3rqMxsJc4UVM6,https://api.spotify.com/v1/audio-analysis/5mIqtDBiw3rqMxsJc4UVM6,424147,4
29,Pon de Replay,Rihanna,Music of the Sun,4TsmezEQVSZNNPv5RJ65Ov,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,audio_features,4TsmezEQVSZNNPv5RJ65Ov,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/tracks/4TsmezEQVSZNNPv5RJ65Ov,https://api.spotify.com/v1/audio-analysis/4TsmezEQVSZNNPv5RJ65Ov,246960,4
30,STUPID (feat. Yung Baby Tate),Ashnikko,Hi It's Me,6qNB2ChCVPepl5ZjVJJTUW,0.772,0.637,2,-6.881,1,0.114,0.00459,0.0,0.0778,0.54,149.906,audio_features,6qNB2ChCVPepl5ZjVJJTUW,spotify:track:6qNB2ChCVPepl5ZjVJJTUW,https://api.spotify.com/v1/tracks/6qNB2ChCVPepl5ZjVJJTUW,https://api.spotify.com/v1/audio-analysis/6qNB2ChCVPepl5ZjVJJTUW,167317,4
31,NO,Meghan Trainor,Thank You (Deluxe Version),0l0CvurVUrr2w3Jj1hOVFc,0.557,0.801,1,-3.602,0,0.218,0.0125,1.66e-06,0.737,0.654,92.135,audio_features,0l0CvurVUrr2w3Jj1hOVFc,spotify:track:0l0CvurVUrr2w3Jj1hOVFc,https://api.spotify.com/v1/tracks/0l0CvurVUrr2w3Jj1hOVFc,https://api.spotify.com/v1/audio-analysis/0l0CvurVUrr2w3Jj1hOVFc,213507,4
32,Lollipop,Lil Wayne,Tha Carter III,4P7VFiaZb3xrXoqGwZXC3J,0.829,0.428,0,-9.469,1,0.083,0.055,0.00423,0.137,0.448,148.077,audio_features,4P7VFiaZb3xrXoqGwZXC3J,spotify:track:4P7VFiaZb3xrXoqGwZXC3J,https://api.spotify.com/v1/tracks/4P7VFiaZb3xrXoqGwZXC3J,https://api.spotify.com/v1/audio-analysis/4P7VFiaZb3xrXoqGwZXC3J,299333,4
33,Miód Malina,Mig,Wymarzona,7eejFXykA6rlvysu9tcKyF,0.859,0.914,7,-3.349,1,0.171,0.0318,0.0,0.13,0.964,135.893,audio_features,7eejFXykA6rlvysu9tcKyF,spotify:track:7eejFXykA6rlvysu9tcKyF,https://api.spotify.com/v1/tracks/7eejFXykA6rlvysu9tcKyF,https://api.spotify.com/v1/audio-analysis/7eejFXykA6rlvysu9tcKyF,222912,4
34,Górą ty,Golec uOrkiestra,Górą ty,78clZqBsIqHJsC0y9GAoAd,0.644,0.887,9,-3.135,0,0.04,0.000524,1.06e-06,0.34,0.728,132.025,audio_features,78clZqBsIqHJsC0y9GAoAd,spotify:track:78clZqBsIqHJsC0y9GAoAd,https://api.spotify.com/v1/tracks/78clZqBsIqHJsC0y9GAoAd,https://api.spotify.com/v1/audio-analysis/78clZqBsIqHJsC0y9GAoAd,221611,4
35,Ona by tak chciała,Ronnie Ferrari,Ona by tak chciała,4ocfGuRDytBDjTeJLDIDjL,0.783,0.885,6,-6.402,0,0.326,0.04,1.93e-06,0.123,0.84,169.96,audio_features,4ocfGuRDytBDjTeJLDIDjL,spotify:track:4ocfGuRDytBDjTeJLDIDjL,https://api.spotify.com/v1/tracks/4ocfGuRDytBDjTeJLDIDjL,https://api.spotify.com/v1/audio-analysis/4ocfGuRDytBDjTeJLDIDjL,168616,4
36,Najpiękniejsza dziewczyno,Boys,Najpiękniejsza Dziewczyno,06Xo6UPr8q5MC8Pb8gx8YG,0.658,0.942,6,-5.102,0,0.0321,0.00184,0.000173,0.288,0.975,137.978,audio_features,06Xo6UPr8q5MC8Pb8gx8YG,spotify:track:06Xo6UPr8q5MC8Pb8gx8YG,https://api.spotify.com/v1/tracks/06Xo6UPr8q5MC8Pb8gx8YG,https://api.spotify.com/v1/audio-analysis/06Xo6UPr8q5MC8Pb8gx8YG,225560,4
37,Shallow - Radio Edit,Lady Gaga,A Star Is Born Soundtrack (Without Dialogue),6QfS2wq5sSC1xAJCQsTSlj,0.575,0.33,7,-6.557,1,0.031,0.416,0.0,0.0872,0.277,95.801,audio_features,6QfS2wq5sSC1xAJCQsTSlj,spotify:track:6QfS2wq5sSC1xAJCQsTSlj,https://api.spotify.com/v1/tracks/6QfS2wq5sSC1xAJCQsTSlj,https://api.spotify.com/v1/audio-analysis/6QfS2wq5sSC1xAJCQsTSlj,217213,4
38,The Way I Are,Timbaland,Shock Value,2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,audio_features,2bLqfJjuC5syrsgDsZfGmn,spotify:track:2bLqfJjuC5syrsgDsZfGmn,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn,https://api.spotify.com/v1/audio-analysis/2bLqfJjuC5syrsgDsZfGmn,179120,4
39,A Milli,Lil Wayne,Tha Carter III,6ScJMrlpiLfZUGtWp4QIVt,0.673,0.695,6,-8.636,0,0.278,0.0387,0.00206,0.194,0.774,151.468,audio_features,6ScJMrlpiLfZUGtWp4QIVt,spotify:track:6ScJMrlpiLfZUGtWp4QIVt,https://api.spotify.com/v1/tracks/6ScJMrlpiLfZUGtWp4QIVt,https://api.spotify.com/v1/audio-analysis/6ScJMrlpiLfZUGtWp4QIVt,221840,4
40,Meet Me Halfway,Black Eyed Peas,The E.N.D. (The Energy Never Dies),0xfpx7AiwgSKEtjotea2L6,0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,audio_features,0xfpx7AiwgSKEtjotea2L6,spotify:track:0xfpx7AiwgSKEtjotea2L6,https://api.spotify.com/v1/tracks/0xfpx7AiwgSKEtjotea2L6,https://api.spotify.com/v1/audio-analysis/0xfpx7AiwgSKEtjotea2L6,284373,4
41,Rock That Body,Black Eyed Peas,The E.N.D. (The Energy Never Dies),5K5LbSTVuKKe1KGMNfBgIW,0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39e-05,0.426,0.841,124.992,audio_features,5K5LbSTVuKKe1KGMNfBgIW,spotify:track:5K5LbSTVuKKe1KGMNfBgIW,https://api.spotify.com/v1/tracks/5K5LbSTVuKKe1KGMNfBgIW,https://api.spotify.com/v1/audio-analysis/5K5LbSTVuKKe1KGMNfBgIW,268840,4
42,a lot,21 Savage,i am > i was,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,audio_features,2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,288624,4
43,Whatever You Like,T.I.,Paper Trail,1IAzD1muglOxOcPbUHs70R,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,audio_features,1IAzD1muglOxOcPbUHs70R,spotify:track:1IAzD1muglOxOcPbUHs70R,https://api.spotify.com/v1/tracks/1IAzD1muglOxOcPbUHs70R,https://api.spotify.com/v1/audio-analysis/1IAzD1muglOxOcPbUHs70R,249533,4
44,Heartbeat,Childish Gambino,Camp,3WWAvWDBQANpJeNbvVbjMg,0.8,0.545,1,-7.002,0,0.126,0.00373,0.000507,0.0445,0.292,119.965,audio_features,3WWAvWDBQANpJeNbvVbjMg,spotify:track:3WWAvWDBQANpJeNbvVbjMg,https://api.spotify.com/v1/tracks/3WWAvWDBQANpJeNbvVbjMg,https://api.spotify.com/v1/audio-analysis/3WWAvWDBQANpJeNbvVbjMg,269840,4
45,IV. Sweatpants,Childish Gambino,Because the Internet,00GOPLxW4PGQuUYdPJh8K1,0.71,0.47,1,-9.33,0,0.142,0.154,0.0,0.643,0.581,80.027,audio_features,00GOPLxW4PGQuUYdPJh8K1,spotify:track:00GOPLxW4PGQuUYdPJh8K1,https://api.spotify.com/v1/tracks/00GOPLxW4PGQuUYdPJh8K1,https://api.spotify.com/v1/audio-analysis/00GOPLxW4PGQuUYdPJh8K1,180675,4
46,Mamacita,Black Eyed Peas,MAMACITA,14wf185UxfNbSy8dwt4r4q,0.894,0.635,2,-6.929,1,0.0473,0.193,0.00105,0.0823,0.428,105.013,audio_features,14wf185UxfNbSy8dwt4r4q,spotify:track:14wf185UxfNbSy8dwt4r4q,https://api.spotify.com/v1/tracks/14wf185UxfNbSy8dwt4r4q,https://api.spotify.com/v1/audio-analysis/14wf185UxfNbSy8dwt4r4q,249143,4
47,Like That (feat. Gucci Mane),Doja Cat,Hot Pink,4EivmOT13NMpNSfTKn9p4s,0.879,0.499,4,-6.027,0,0.18,0.24,0.0,0.0967,0.405,106.043,audio_features,4EivmOT13NMpNSfTKn9p4s,spotify:track:4EivmOT13NMpNSfTKn9p4s,https://api.spotify.com/v1/tracks/4EivmOT13NMpNSfTKn9p4s,https://api.spotify.com/v1/audio-analysis/4EivmOT13NMpNSfTKn9p4s,163173,4
48,wRoNg (feat. Kehlani),Zayn,Mind of Mine (Deluxe Edition),7iCeaYJSEdGWeFNTAEqUzJ,0.614,0.475,7,-8.642,0,0.0362,0.395,1.06e-06,0.265,0.422,99.968,audio_features,7iCeaYJSEdGWeFNTAEqUzJ,spotify:track:7iCeaYJSEdGWeFNTAEqUzJ,https://api.spotify.com/v1/tracks/7iCeaYJSEdGWeFNTAEqUzJ,https://api.spotify.com/v1/audio-analysis/7iCeaYJSEdGWeFNTAEqUzJ,212747,4
49,BedRock,Young Money,We Are Young Money,3iL2l5gUqyPS6vDwJFgJTR,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,audio_features,3iL2l5gUqyPS6vDwJFgJTR,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,288133,4
50,All the Right Moves,OneRepublic,Waking Up,5XRHGXut00SrJUFmcn2lQF,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,audio_features,5XRHGXut00SrJUFmcn2lQF,spotify:track:5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/tracks/5XRHGXut00SrJUFmcn2lQF,https://api.spotify.com/v1/audio-analysis/5XRHGXut00SrJUFmcn2lQF,238000,4
51,Run This Town,JAY-Z,The Blueprint 3,7LR85XLWw2yXqKBSI5brbG,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844,audio_features,7LR85XLWw2yXqKBSI5brbG,spotify:track:7LR85XLWw2yXqKBSI5brbG,https://api.spotify.com/v1/tracks/7LR85XLWw2yXqKBSI5brbG,https://api.spotify.com/v1/audio-analysis/7LR85XLWw2yXqKBSI5brbG,267520,4
52,If I Had You,Adam Lambert,For Your Entertainment,0H1OyEooZ5SzBYYdJEzxoy,0.648,0.908,4,-4.251,0,0.108,0.0113,0.0,0.374,0.793,131.147,audio_features,0H1OyEooZ5SzBYYdJEzxoy,spotify:track:0H1OyEooZ5SzBYYdJEzxoy,https://api.spotify.com/v1/tracks/0H1OyEooZ5SzBYYdJEzxoy,https://api.spotify.com/v1/audio-analysis/0H1OyEooZ5SzBYYdJEzxoy,228240,4
53,Whataya Want from Me,Adam Lambert,For Your Entertainment,2rDwdvBma1O1eLzo29p2cr,0.44,0.683,11,-4.732,0,0.0489,0.00706,0.0,0.0593,0.445,185.948,audio_features,2rDwdvBma1O1eLzo29p2cr,spotify:track:2rDwdvBma1O1eLzo29p2cr,https://api.spotify.com/v1/tracks/2rDwdvBma1O1eLzo29p2cr,https://api.spotify.com/v1/audio-analysis/2rDwdvBma1O1eLzo29p2cr,227320,4
54,Lose Yourself,Eminem,SHADYXV,5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,audio_features,5Z01UMMf7V1o0MzF86s6WJ,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,https://api.spotify.com/v1/tracks/5Z01UMMf7V1o0MzF86s6WJ,https://api.spotify.com/v1/audio-analysis/5Z01UMMf7V1o0MzF86s6WJ,326467,4
55,Love The Way You Lie,Eminem,Recovery,15JINEqzVMv3SvJTAXAKED,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,audio_features,15JINEqzVMv3SvJTAXAKED,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,263373,4
56,Not Afraid,Eminem,Recovery,7Ie9W94M7OjPoZVV216Xus,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,audio_features,7Ie9W94M7OjPoZVV216Xus,spotify:track:7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus,248133,5
57,You Make The Rain Fall,Kevin Rudolf,To The Sky,7AQQGPP7uFNrurcMF2aV0E,0.572,0.963,10,-3.303,1,0.191,0.00666,0.0,0.308,0.398,134.959,audio_features,7AQQGPP7uFNrurcMF2aV0E,spotify:track:7AQQGPP7uFNrurcMF2aV0E,https://api.spotify.com/v1/tracks/7AQQGPP7uFNrurcMF2aV0E,https://api.spotify.com/v1/audio-analysis/7AQQGPP7uFNrurcMF2aV0E,173640,4
58,Let It Rock,Kevin Rudolf,In The City,6TrNRd98WksT9Kkmx9uj6R,0.607,0.784,7,-4.41,1,0.0397,0.000684,0.0,0.0678,0.442,113.172,audio_features,6TrNRd98WksT9Kkmx9uj6R,spotify:track:6TrNRd98WksT9Kkmx9uj6R,https://api.spotify.com/v1/tracks/6TrNRd98WksT9Kkmx9uj6R,https://api.spotify.com/v1/audio-analysis/6TrNRd98WksT9Kkmx9uj6R,231173,4
